Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Pkts/s,Flow IAT Std,Flow IAT Max,Fwd IAT Tot,Fwd IAT Std,Fwd IAT Max,Bwd IAT Tot,Bwd IAT Std,Bwd IAT Max,Fwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,SYN Flag Cnt,ACK Flag Cnt,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Label
6,2211170,8,7,1128.0,1581.0,661.0,0.0,141.0,222.6233206,1173.0,0.0,225.8571429,430.0986044,6.783738926,244252.2553,937539.0,2211170.0,399162.4649,1204979.0,2007291.0,296771.0093,937539.0,0,172,152,3.617994094,3.165744832,0.0,1173.0,169.3125,317.731274,100953.1625,0,0,180.6,141.0,225.8571429,8,1128,7,1581,8192,62872,5,20,0
6,1937763,10,8,1148.0,1581.0,677.0,0.0,114.8,210.0924664152536,1173.0,0.0,197.625,406.1217050167528,9.289061665435868,223860.8890970212,956016.0,1937763.0,333205.7651309473,1087829.0,1851467.0,317750.28275031445,956016.0,0,212,172,5.160589814131037,4.1284718513048295,0.0,1173.0,143.6315789473684,298.52027858278944,89114.35672514622,0,0,151.61111111111111,114.8,197.625,10,1148,8,1581,8192,62852,5,20,0
6,1073521,6,5,455.0,338.0,140.0,0.0,75.8333333333,62.9362110924,145.0,0.0,67.6,69.7588704037,10.2466556313,138474.835130952,268860.0,1073449.0,120014.212448776,268973.0,1073454.0,448.8982809799,268954.0,0,132,112,5.5890848898,4.6575707415,0.0,145.0,66.0833333333,63.40269328,4019.9015151515,0,0,72.0909090909,75.8333333333,67.6,6,455,5,338,8192,0,4,20,0
17,1062,1,1,42.0,117.0,42.0,42.0,42.0,0.0,117.0,117.0,117.0,0.0,1883.2391713747645,0.0,1062.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,941.6195856873824,941.6195856873824,42.0,117.0,67.0,43.30127018922193,1875.0,0,0,100.5,42.0,117.0,1,42,1,117,-1,-1,0,8,0
17,1078,1,1,31.0,47.0,31.0,31.0,31.0,0.0,47.0,47.0,47.0,0.0,1855.287569573284,0.0,1078.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,927.643784786642,927.643784786642,31.0,47.0,36.333333333333336,9.237604307034012,85.33333333333333,0,0,54.5,31.0,47.0,1,31,1,47,-1,-1,0,8,0
6,252,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7936.5079365079,0.0,252.0,252.0,0.0,252.0,0.0,0.0,0.0,0,40,0,7936.5079365079,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,259,-1,0,20,0
6,37670143,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053092445,0.0,37700000.0,37700000.0,0.0,37700000.0,0.0,0.0,0.0,0,40,0,0.053092445,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,1
6,22229,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.97255837,0.0,22229.0,22229.0,0.0,22229.0,0.0,0.0,0.0,0,64,0,89.97255837,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,225,-1,0,32,1
17,493,1,1,40.0,56.0,40.0,40.0,40.0,0.0,56.0,56.0,56.0,0.0,4056.795131845842,0.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,2028.397565922921,2028.397565922921,40.0,56.0,45.333333333333336,9.237604307034012,85.33333333333333,0,0,68.0,40.0,56.0,1,40,1,56,-1,-1,0,8,0
6,472,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4237.288136,0.0,472.0,472.0,0.0,472.0,0.0,0.0,0.0,0,40,0,4237.288136,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,1
6,117176705,13,12,591.0,3634.0,191.0,0.0,45.46153846153846,67.86458991331608,1430.0,0.0,302.8333333333333,536.4087371895924,0.2133529868415399,16398197.178114064,58247629.0,117176705.0,22612699.461781364,58350904.0,117067991.0,23518085.4217807,58310430.0,0,272,252,0.1109435531576007,0.1024094336839391,0.0,1430.0,162.49999999999997,382.68245321676295,146445.86,0,0,169.0,45.46153846153846,302.8333333333333,13,591,12,3634,8192,176,6,20,0
6,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,40,0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,118,-1,0,20,0
6,86,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23255.81395348837,0.0,86.0,86.0,0.0,86.0,0.0,0.0,0.0,0,40,0,23255.81395348837,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,278,-1,0,20,0
17,243,1,1,39.0,71.0,39.0,39.0,39.0,0.0,71.0,71.0,71.0,0.0,8230.4526748971,0.0,243.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,4115.2263374486,4115.2263374486,39.0,71.0,49.6666666667,18.4752086141,341.3333333333,0,0,74.5,39.0,71.0,1,39,1,71,-1,-1,0,8,0
6,751,3,4,161.0,488.0,161.0,0.0,53.66666666666666,92.95339333952974,488.0,0.0,122.0,244.0,9320.905459387484,89.71380421466178,260.0,448.0,128.69343417595164,315.0,491.0,168.16757515446707,336.0,0,72,92,3994.673768308922,5326.231691078561,0.0,488.0,81.125,173.78758586274222,30202.125,0,0,92.71428571428572,53.66666666666666,122.0,3,161,4,488,8192,149,1,20,0
6,115787413,21,21,918.0,6385.0,543.0,0.0,43.71428571428572,125.3826713932762,1460.0,0.0,304.04761904761904,553.1267916301358,0.3627337282334825,4518360.014354593,10172682.0,115787413.0,5024458.093667157,10202960.0,111806542.0,5179504.256997767,10202974.0,0,432,564,0.1813668641167412,0.1813668641167412,0.0,1460.0,169.8372093023256,413.307041995966,170822.71096345517,0,0,173.88095238095238,43.71428571428572,304.04761904761904,21,918,21,6385,8192,980,15,20,0
17,38626,1,1,41.0,73.0,41.0,41.0,41.0,0.0,73.0,73.0,73.0,0.0,51.7785947289,0.0,38626.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,25.8892973645,25.8892973645,41.0,73.0,51.6666666667,18.4752086141,341.3333333333,0,0,77.5,41.0,73.0,1,41,1,73,-1,-1,0,8,0
6,1366,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.128843,0.0,1366.0,1366.0,0.0,1366.0,0.0,0.0,0.0,0,64,0,1464.128843,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,225,-1,0,32,1
6,3970918,8,6,364.0,582.0,103.0,0.0,45.50000000000001,49.13538149119954,409.0,0.0,97.0,156.77627371512563,3.525633115566728,815595.64697763,3001717.0,3970918.0,1076760.97516781,3003830.0,3779001.0,1255507.286043255,3001717.0,0,176,136,2.0146474946095587,1.510985620957169,0.0,409.0,63.06666666666665,104.59067608448434,10939.209523809524,0,0,67.57142857142857,45.5,97.0,8,364,6,582,8192,63964,4,20,0
17,385,1,1,42.0,58.0,42.0,42.0,42.0,0.0,58.0,58.0,58.0,0.0,5194.805194805195,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,2597.4025974025976,2597.4025974025976,42.0,58.0,47.333333333333336,9.237604307034012,85.33333333333333,0,0,71.0,42.0,58.0,1,42,1,58,-1,-1,0,8,0
17,410,1,1,42.0,58.0,42.0,42.0,42.0,0.0,58.0,58.0,58.0,0.0,4878.0487804878,0.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,2439.0243902439,2439.0243902439,42.0,58.0,47.3333333333,9.237604307,85.3333333333,0,0,71.0,42.0,58.0,1,42,1,58,-1,-1,0,8,0
0,118009568,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4067466800658061,428286.1745251354,3297884.0,118009568.0,428286.1745251354,3297884.0,0.0,0.0,0.0,0,0,0,0.4067466800658061,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,48,0,0,0,-1,-1,0,0,0
6,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,20,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,1
17,785,1,1,31.0,112.0,31.0,31.0,31.0,0.0,112.0,112.0,112.0,0.0,2547.770700636943,0.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,1273.8853503184714,1273.8853503184714,31.0,112.0,58.0,46.76537180435969,2187.0,0,0,87.0,31.0,112.0,1,31,1,112,-1,-1,0,8,0
6,55142283,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362698077,0.0,55142283.0,55142283.0,0.0,55142283.0,0.0,0.0,0.0,0,40,0,0.0362698077,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,279,-1,0,20,0
6,2850,5,2,935.0,299.0,935.0,0.0,187.0,418.1447118,299.0,0.0,149.5,211.4249276,2456.140351,915.2643334,2329.0,2850.0,1270.787026,2614.0,2329.0,0.0,2329.0,0,124,40,1754.385965,701.754386,0.0,935.0,154.25,332.3684487,110468.7857,0,0,176.2857143,187.0,149.5,5,935,2,299,65535,32768,1,20,0
6,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666666.6667,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,20,333333.3333,333333.3333,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,1
6,5322241,6,4,599.0,160.0,517.0,0.0,99.8333333333,205.451129631,160.0,0.0,40.0,80.0,1.8789077759,1744929.966113,5244274.0,5322241.0,2366863.58409947,5298410.0,66809.0,28429.8633892837,54336.0,0,132,92,1.1273446655,0.7515631104,0.0,517.0,69.0,156.2305987955,24408.0,0,0,75.9,99.8333333333,40.0,6,599,4,160,8192,60,3,20,0
17,878,1,1,39.0,39.0,39.0,39.0,39.0,0.0,39.0,39.0,39.0,0.0,2277.904328018223,0.0,878.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,1138.9521640091116,1138.9521640091116,39.0,39.0,39.0,0.0,0.0,0,0,58.5,39.0,39.0,1,39,1,39,-1,-1,0,8,0
6,6685339,13,7,1052.0,1429.0,581.0,0.0,80.92307692307692,164.09878200769882,1149.0,0.0,204.1428571428571,420.4990798925441,2.9916209185502787,866539.4061443147,3777547.0,6685339.0,1066613.1636823383,3777547.0,6532057.0,1416225.5827989292,3904880.0,0,272,152,1.944553597057681,1.0470673214925974,0.0,1149.0,118.14285714285715,270.9055713185474,73389.82857142857,0,0,124.05,80.92307692307692,204.1428571428572,13,1052,7,1429,8192,62948,5,20,0
6,25,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,0,40,0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,256,-1,0,20,0
17,1490,1,1,43.0,102.0,43.0,43.0,43.0,0.0,102.0,102.0,102.0,0.0,1342.281879,0.0,1490.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,671.1409396,671.1409396,43.0,102.0,62.66666667,34.06366588,1160.333333,0,0,94.0,43.0,102.0,1,43,1,102,-1,-1,0,8,0
6,5571683,5,3,935.0,330.0,935.0,0.0,187.0,418.1447118,330.0,0.0,110.0,190.5255888,1.435831866,2046662.546,5436609.0,5571683.0,2696107.494,5436615.0,99125.0,69659.21034,98819.0,0,168,104,0.897394916,0.53843695,0.0,935.0,140.5555556,317.2779188,100665.2778,0,1,158.125,187.0,110.0,5,935,3,330,219,211,1,32,0
6,3131398,10,7,1148.0,1581.0,677.0,0.0,114.8,210.0924664152536,1173.0,0.0,225.8571428571429,430.0986044197418,5.428885117765292,381331.6353399623,1332136.0,3131398.0,503046.2223219265,1332136.0,3027967.0,587366.957242716,1499123.0,0,212,152,3.193461833979584,2.2354232837857086,0.0,1173.0,151.61111111111114,305.08265782337605,93075.42810457516,0,0,160.52941176470588,114.8,225.8571428571429,10,1148,7,1581,8192,62852,5,20,0
17,74814,2,2,66.0,386.0,33.0,33.0,33.0,0.0,193.0,193.0,193.0,0.0,53.4659288368,41983.6143870439,73415.0,74445.0,0.0,74445.0,73784.0,0.0,73784.0,0,16,16,26.7329644184,26.7329644184,33.0,193.0,97.0,87.6356092008,7680.0,0,0,121.25,33.0,193.0,2,66,2,386,-1,-1,1,8,0
6,202799,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7239631359129,117004.65989580644,202705.0,202799.0,143399.1339042883,202798.0,0.0,0.0,0.0,0,72,32,14.792972351934674,4.930990783978225,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,3,0,1,0,8192,8192,0,20,0
6,3028386,9,9,1187.0,1600.0,677.0,0.0,131.8888888889,215.8358429713,1173.0,0.0,177.7777777778,384.5298355712,5.9437601415,264664.056833834,953102.0,3028386.0,410988.031847905,1231297.0,2805941.0,305505.472212359,953102.0,0,192,204,2.9718800708,2.9718800708,0.0,1173.0,146.6842105263,297.0011321773,88209.6725146199,0,0,154.8333333333,131.8888888889,177.7777777778,9,1187,9,1600,8192,62856,6,20,0
6,61364207,16,15,611.0,5651.0,284.0,0.0,38.18750000000001,86.11249909275656,1460.0,0.0,376.7333333333334,590.6828332733309,0.5051804873808603,4054521.77402936,10088109.0,61364207.0,5017048.615638779,10099721.0,61352563.0,5088954.954795297,10101598.0,0,332,384,0.2607383160675408,0.2444421713133195,0.0,1460.0,195.6875,437.1009654899632,191057.25403225803,0,0,202.0,38.1875,376.73333333333335,16,611,15,5651,8192,114,9,20,0
6,117676543,14,12,1499.0,844.0,578.0,0.0,107.07142857142858,192.67248587483064,325.0,0.0,70.33333333333333,92.6835607011428,0.2209446278516186,16222989.225317668,58968322.0,117676543.0,22008507.414754387,58968322.0,117567731.0,23732081.10322657,59061447.0,0,292,252,0.1189701842277946,0.101974443623824,0.0,578.0,86.77777777777779,151.102189907598,22831.871794871804,0,0,90.1153846153846,107.07142857142856,70.33333333333333,14,1499,12,844,8192,180,8,20,0
6,937709,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.199286772335554,662967.0545845396,937643.0,937709.0,0.0,937709.0,0.0,0.0,0.0,0,52,32,2.132857848223703,1.0664289241118514,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,0,1,0,8192,8192,0,20,0
6,36,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55555.5555555556,0.0,36.0,36.0,0.0,36.0,0.0,0.0,0.0,0,40,0,55555.5555555556,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,260,-1,0,20,0
6,4038487,5,4,935.0,353.0,935.0,0.0,187.0,418.1447118,353.0,0.0,88.25,176.5,2.228557378,1377949.46,3914478.0,4038487.0,1936719.468,3914485.0,114071.0,34223.7072,67156.0,0,168,136,1.238087432,0.990469946,0.0,935.0,128.8,304.2184157,92548.84444,0,1,143.1111111,187.0,88.25,5,935,4,353,219,225,1,32,0
17,1349,1,1,37.0,97.0,37.0,37.0,37.0,0.0,97.0,97.0,97.0,0.0,1482.5796886582657,0.0,1349.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,741.2898443291327,741.2898443291327,37.0,97.0,57.0,34.64101615137755,1200.0,0,0,85.5,37.0,97.0,1,37,1,97,-1,-1,0,8,0
6,2271128,8,7,1144.0,1581.0,677.0,0.0,143.0,227.9699228,1173.0,0.0,225.8571429,430.0986044,6.604647558,249277.5365,953164.0,2271128.0,413330.9135,1245494.0,2033636.0,301773.5863,953164.0,0,172,152,3.522478698,3.082168861,0.0,1173.0,170.3125,319.4027173,102018.0958,0,0,181.6666667,143.0,225.8571429,8,1144,7,1581,8192,62856,5,20,0
6,4237760,5,3,935.0,324.0,935.0,0.0,187.0,418.1447118,324.0,0.0,108.0,187.0614872,1.887789776,1553969.749,4128452.0,4237760.0,2046535.413,4128460.0,101660.0,71457.38288,101358.0,0,168,104,1.17986861,0.707921166,0.0,935.0,139.8888889,316.836095,100385.1111,0,1,157.375,187.0,108.0,5,935,3,324,237,211,1,32,0
17,275,1,1,36.0,84.0,36.0,36.0,36.0,0.0,84.0,84.0,84.0,0.0,7272.727272727272,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,3636.363636363636,3636.363636363636,36.0,84.0,52.0,27.712812921102035,768.0,0,0,78.0,36.0,84.0,1,36,1,84,-1,-1,0,8,0
6,9910,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.8163471,0.0,9910.0,9910.0,0.0,9910.0,0.0,0.0,0.0,0,40,0,201.8163471,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,1
6,5109201,7,9,1232.0,5062.0,842.0,0.0,176.0,307.7336510686,1460.0,0.0,562.4444444444,645.1527166321,3.1316051179,1273916.38384381,4945162.0,164039.0,33574.4059868029,91934.0,5097436.0,1766114.92656193,5007935.0,0,152,192,1.3700772391,1.7615278788,0.0,1460.0,370.2352941176,538.0311944269,289477.566176471,0,0,393.375,176.0,562.4444444444,7,1232,9,5062,8192,170,3,20,0
6,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,20,500000.0,500000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,1
6,744,3,4,161.0,488.0,161.0,0.0,53.66666667,92.95339334,488.0,0.0,122.0,244.0,9408.602151,85.60140186,241.0,421.0,118.0868325,294.0,503.0,168.0158723,337.0,0,72,92,4032.258065,5376.344086,0.0,488.0,81.125,173.7875859,30202.125,0,0,92.71428571,53.66666667,122.0,3,161,4,488,8192,149,1,20,0
6,2310,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.8008658,0.0,2310.0,2310.0,0.0,2310.0,0.0,0.0,0.0,0,40,0,865.8008658,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,1
6,88,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22727.27273,0.0,88.0,88.0,0.0,88.0,0.0,0.0,0.0,0,40,0,22727.27273,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,278,-1,0,20,0
6,10371015,9,9,1396.0,5131.0,576.0,0.0,155.1111111111,229.6363671353,1460.0,0.0,570.1111111111,626.3234875934,1.7356063992,2406669.00742104,9948343.0,422671.0,41869.0653805323,112124.0,10354663.0,3517973.73884089,9999307.0,0,192,184,0.8678031996,0.8678031996,0.0,1460.0,343.5263157895,497.7555589757,247760.596491228,0,0,362.6111111111,155.1111111111,570.1111111111,9,1396,9,5131,8192,32256,4,20,0
6,1073,3,4,161.0,488.0,161.0,0.0,53.66666666666666,92.95339333952974,488.0,0.0,122.0,244.0,6523.7651444548,120.3019811419025,299.0,446.0,155.56349186104046,333.0,774.0,182.5267103741258,432.0,0,72,92,2795.899347623485,3727.865796831314,0.0,488.0,81.125,173.78758586274222,30202.125,0,0,92.71428571428572,53.66666666666666,122.0,3,161,4,488,8192,149,1,20,0
6,117987527,22,19,821.0,5644.0,447.0,0.0,37.31818181818182,104.30147986149908,1460.0,0.0,297.0526315789474,542.5258287434813,0.3474943584502792,4488910.040745188,10001325.0,117987527.0,4865351.718477836,10012854.0,112339980.0,4888568.146146934,10012959.0,0,452,524,0.1864603874611254,0.1610339709891537,0.0,1460.0,153.92857142857147,390.0758771001744,152159.18989547036,0,0,157.6829268292683,37.31818181818182,297.05263157894734,22,821,19,5644,8192,123,15,20,0
6,7859,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.4853035,0.0,7859.0,7859.0,0.0,7859.0,0.0,0.0,0.0,0,40,0,254.4853035,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,1
6,14462,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.2934587,0.0,14462.0,14462.0,0.0,14462.0,0.0,0.0,0.0,0,40,0,138.2934587,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,1
6,1101,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1816.530427,0.0,1101.0,1101.0,0.0,1101.0,0.0,0.0,0.0,0,40,0,1816.530427,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,1
17,226,1,1,38.0,54.0,38.0,38.0,38.0,0.0,54.0,54.0,54.0,0.0,8849.557522,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,4424.778761,4424.778761,38.0,54.0,43.33333333,9.237604307,85.33333333,0,0,65.0,38.0,54.0,1,38,1,54,-1,-1,0,8,0
6,47,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42553.19148936171,0.0,47.0,47.0,0.0,47.0,0.0,0.0,0.0,0,40,0,42553.19148936171,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,127,-1,0,20,0
6,117218525,49,79,1022.0,102083.0,250.0,0.0,20.8571428571,56.5755394731,1460.0,0.0,1292.1898734177,447.9734732288,1.0919775692,7276903.09878442,58433776.0,117218525.0,11754635.9184017,58433776.0,117153988.0,9269504.31508292,58473253.0,0,992,1592,0.4180226632,0.673954906,0.0,1460.0,799.2635658915,714.4193503226,510395.00811531,0,0,805.5078125,20.8571428571,1292.1898734177,49,1022,79,102083,8192,131,8,20,0
17,273,1,1,47.0,79.0,47.0,47.0,47.0,0.0,79.0,79.0,79.0,0.0,7326.0073260073,0.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,3663.0036630037,3663.0036630037,47.0,79.0,57.6666666667,18.4752086141,341.3333333333,0,0,86.5,47.0,79.0,1,47,1,79,-1,-1,0,8,0
6,7913,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.7486415,0.0,7913.0,7913.0,0.0,7913.0,0.0,0.0,0.0,0,40,0,252.7486415,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,1
6,29356173,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068128771,0.0,29400000.0,29400000.0,0.0,29400000.0,0.0,0.0,0.0,0,40,0,0.068128771,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,1
6,12,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166666.66666666666,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,20,83333.33333333333,83333.33333333333,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,1,0,1,0,123,255,0,20,0
6,35620366,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056147654,0.0,35600000.0,35600000.0,0.0,35600000.0,0.0,0.0,0.0,0,40,0,0.056147654,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,2049,-1,0,20,1
6,2498642,9,9,1333.0,2754.0,661.0,0.0,148.11111111111111,209.3349256839649,1173.0,0.0,306.0,500.024249411966,7.203913165631572,238435.50692049583,953186.0,2498642.0,399233.1222043976,1189987.0,2323324.0,291394.0558360301,953186.0,0,192,204,3.601956582815786,3.601956582815786,0.0,1173.0,215.10526315789468,373.5552755077207,139543.5438596491,0,0,227.0555555555556,148.11111111111111,306.0,9,1333,9,2754,8192,62872,6,20,0
6,82,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24390.243902439022,0.0,82.0,82.0,0.0,82.0,0.0,0.0,0.0,0,40,0,24390.243902439022,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,2,0,0,0,278,-1,0,20,0
17,331,1,1,42.0,58.0,42.0,42.0,42.0,0.0,58.0,58.0,58.0,0.0,6042.296072507553,0.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,8,3021.1480362537764,3021.1480362537764,42.0,58.0,47.333333333333336,9.237604307034012,85.33333333333333,0,0,71.0,42.0,58.0,1,42,1,58,-1,-1,0,8,0
6,1868,5,2,935.0,341.0,935.0,0.0,187.0,418.1447118,341.0,0.0,170.5,241.1234124,3747.32334,350.291117,812.0,1868.0,576.609053,1223.0,812.0,0.0,812.0,0,124,40,2676.659529,1070.663812,0.0,935.0,159.5,335.3002918,112426.2857,0,0,182.2857143,187.0,170.5,5,935,2,341,65535,32768,1,20,0
6,2310,3,4,284.0,935.0,284.0,0.0,94.66666667,163.9674764,935.0,0.0,233.75,467.5,3030.30303,629.7186673,1632.0,1931.0,942.5733393,1632.0,2308.0,1022.953241,1936.0,0,72,92,1298.701299,1731.601732,0.0,935.0,152.375,331.4763243,109876.5536,0,0,174.1428571,94.66666667,233.75,3,284,4,935,65535,219,1,20,1
6,992828,5,3,222.0,554.0,137.0,0.0,44.4,63.516139681186544,409.0,0.0,184.66666666666663,207.36521726975653,8.057790473274324,176066.46898719543,339568.0,992828.0,165657.36459934403,339710.0,653201.0,4717.109337295458,329936.0,0,108,68,5.036119045796452,3.021671427477872,0.0,409.0,86.22222222222223,135.73483136043026,18423.944444444445,0,0,97.0,44.4,184.66666666666663,5,222,3,554,65535,64155,2,20,0
6,397011,22,20,1912.0,2665.0,640.0,0.0,86.9090909091,137.6880217811,976.0,0.0,133.25,268.7712537496,105.7905196581,21663.1988452993,119877.0,396764.0,28713.9535097817,119877.0,396988.0,38448.4837035144,157472.0,0,712,648,55.4140817257,50.3764379325,0.0,976.0,106.4418604651,207.2918694941,42969.919158361,0,0,108.9761904762,86.9090909091,133.25,22,1912,20,2665,26883,230,16,32,1
